36.5 860900 1 0
37 1122800 1 0
34.88 713100 1 0
35.25 777400 1 0
37.37 858400 1 0
20.13 1274900 1.5 0
21.12 978500 1 0
23.75 889500 1 0
26 902400 1 0
24.75 925400 1 0
23.75 482500 1 0
24 626200 1 0
26 515200 1 0
23.37 1106200 1 0
24.38 881400 1 0
22.75 1370800 1 0
24 946400 1 0
28.12 866600 1 0
29.37 1161600 1 0
31.13 1101700 1 0
30.12 691200 1 0
28.62 918600 1 0
24.5 1496100 1 0
19.62 2743300 1 0
18.87 2140000 1 0
20.88 2889100 1 0
19.62 2598400 1 0
22.38 1752800 1 0
25.5 1909700 1 0
20.25 1776100 1 0
14.37 3229100 1 0
16 1627900 1 0
23.37 5697000 1 0
19.62 1164100 1 0
19.62 872200 1 0
17.88 745600 1 0
20.75 1266500 1 0
19.75 2708700 1 0
20.37 4493900 1 0
14 5425400 1 0
17.25 1819900 1 0
19.44 2336600 1 0
17.31 5841400 1 0
18.44 1494000 1 0
20.19 2193400 1 0
20.62 1843400 1 0
23.62 1218700 1 0
23.94 1430300 1 0
22.31 1602400 1 0
27.56 1636400 1 0
31.13 1504400 1 0
33.12 1488400 1 0
29.5 2132600 1 0
31.56 1509700 1 0
32.5 1736200 1 0
25.5 1745000 1 0
22.75 2426500 1 0
25.12 2226800 1 0
32.56 2585900 1 0
37.06 1947400 1 0
35.13 2046800 1 0
36 2856400 1 0
37.44 2016800 1 0
22.06 3308700 1.5 0
20.87 1655600 1 0
22.06 2858400 1 0
18.75 3660500 1 0
10.44 5107900 1 0
10.5 5255400 1 0
12.5 3305200 1 0
11.12 1907400 1 0
11 2577500 1 0
10 2521900 1 0
12.19 3631400 1 0
11.56 2492200 1 0
10.63 2669700 1 0
7 2983200 1 0
6.25 2688300 1 0
6.25 4123300 1 0
7.33 2748300 1 0
7.81 1859900 1 0
8.31 2183700 1 0
6.62 1379400 1 0
7.12 2229300 1 0
10.02 3279800 1 0
9.2 1417800 1 0
8.75 1657900 1 0
9.5 1449400 1 0
9.14 1667000 1 0
10.38 1438300 1 0
12.82 2895000 1 0
13.9 2253700 1 0
13.6 3677100 1 0
13.6 2199000 1 0
16.15 2038500 1 0
18.54 2379400 1 0
16.45 2180300 1 0
19.01 3200900 1 0
19.85 2548700 1 0
19.14 2354000 1 0
18.28 1761600 1 0
16.8 2031200 1 0
12.98 3526900 1 0
12.92 2404500 1 0
12.34 1881500 1 0
14.39 1952800 1 0
17.71 1831100 1 0
14.76 1869700 1 0
13.35 2405500 1 0
11.74 1856800 1 0
11.83 1584100 1 0
12.66 2208700 1 0
13.4 2710200 1 0
14.51 2068600 1 0
16.6 1867300 1 0
18.24 2047900 1 0
14.05 2653500 1 0
14.93 2065100 1 0
15.85 1597100 1 0
16.71 1639500 1 0
15.95 1737600 1 0
17.43 2139000 1 0
18.82 1655700 1 0
17.51 1985000 1 0
16.34 1482900 1 0
17.91 1530100 1 0
16.4 1578100 1 0
16.01 1006300 1 0
15.03 2460400 1 0
16.19 2244600 1 0
16.4 2283100 1 0
17.36 1533800 1 0
17.29 1665500 1 0
19.25 2713100 1 0
22.18 4446800 1 0
19.58 3415200 1 0
19.72 1685200 1 0
22.84 1995500 1 0
28.38 3467000 1 0
30 2908800 1 0
29.7 2772100 1 0
27.53 3503100 1 0
29.68 1963900 1 0
31.4 1844400 1 0
33.15 2515700 1 0
35.68 2072100 1 0
37.24 2366700 1 0
40.58 2518800 1 0
41.57 2965400 1 0
38 3009400 1 0
36.05 3247000 1 0
36.84 2674100 1 0
39.7 1877100 1 0
41.99 2659500 1 0
37.86 2363500 1 0
38.17 2858800 1 0
