42.38 4914800 1 0
40.13 4753500 1 0.065
37.75 4976400 1 0
41.38 5611300 1 0
44.25 4487100 1 0.0725
42.88 3707700 1 0
47 5284200 1 0
50.13 6292700 1 0.0725
51.75 4807300 1 0
54.63 5166900 1 0
53.38 5489800 1 0.0725
54.75 4274200 1 0
58.13 4788300 1 0
56.75 4734100 1 0.0725
59.5 4601900 1 0
65 5082500 1 0
66.12 5342000 1 0.0825
67.5 3554600 1 0
71.75 4475000 1 0
69 2942700 1 0.0825
74.12 3586200 1 0
81.5 4341000 1 0
86.62 3630800 1 0.0825
85.5 4993700 1 0
96 5841500 1 0
93.5 8224400 1 0.0825
92.25 5989000 1 0
92.5 5838900 1 0
97.37 4684800 1 0.095
49.5 4315300 2 0
47.75 3736300 1 0
49.25 3133800 1 0.095
51.25 3278800 1 0
49.25 4234300 1 0
53.25 4170900 1 0.095
49.75 4130100 1 0
57.75 5994500 1 0
57.5 5223600 1 0.095
52.88 5688800 1 0
61.13 5022700 1 0
60 4496500 1 0.11
64.37 5156000 1 0
62.13 5637000 1 0
56.69 6240000 1 0.11
57.69 5979500 1 0
57.38 5845500 1 0
62.94 5023100 1 0.11
65.87 4470100 1 0
66.94 5345800 1 0
75.37 4606200 1 0.11
73.44 3975200 1 0
71.5 5082900 1 0
69.06 3633500 1 0.125
74 4660500 1 0
77.25 5129600 1 0
69 4583000 1 0.125
78.25 5777300 1 0
81.5 5827800 1 0
81.25 4600300 1 0.125
83.87 6107700 1 0
85.12 6118700 1 0
85.37 4678900 1 0.125
93.5 4473600 1 0
97.5 5234400 1 0
92.62 5109600 1 0.14
98 4073300 1 0
91.06 4256900 1 0
102.25 4936300 1 0.14
91.87 5154800 1 0
104.75 6326000 1 0
103.75 4536500 1 0.14
93.25 6547700 1 0
86.06 8133900 1 0
72 9840400 1 0.14
70.25 12519600 1 0
82.5 9266200 1 0
89.5 5671200 1 0.16
101.87 7550100 1 0
93.06 7025700 1 0
91.95 4573000 1 0.16
93.94 5096500 1 0
92.12 6778300 1 0
100 7308700 1 0.16
105.06 7247600 1 0
93.13 8434400 1 0
97.33 6520200 1 0.16
87.47 14132500 1 0
96.48 10913100 1 0
96.95 8773800 1 0.18
49.96 9688900 1 2
54.1 8229200 1 0
52.71 7394900 1 0.18
55.4 12474300 1 0
57.91 8206900 1 0
58.25 7557100 1 0.18
59.1 8706900 1 0
57.51 6601800 1 0
60.9 7271200 1 0.18
64.95 8019000 1 0
63.86 7653200 1 0
61.35 7646900 1 0.205
52.26 10014800 1 0
52.6 16378700 1 0
54.31 7507900 1 0.205
54.08 7827500 1 0
58.75 10150900 1 0
57.02 6937200 1 0.205
53.71 7122900 1 0
53.61 7956100 1 0
52.45 7655000 1 0.205
57.87 8083400 1 0
56.36 7919500 1 0
54.35 8083600 1 0.24
51.7 10821600 1 0
51.79 8639900 1 0
49.58 7795900 1 0.24
49.52 9837000 1 0
50.33 9170000 1 0
49.3 8957100 1 0.24
51.66 8703400 1 0
53.42 8932100 1 0
53.91 6945300 1 0.24
50.72 7831500 1 0
54.03 8295300 1 0
55.71 7309700 1 0.285
55.7 6259700 1 0
55.27 6996800 1 0
58.1 5129900 1 0.285
56.33 5635800 1 0
58.38 6985400 1 0
60.32 6310600 1 0.285
63.42 8040900 1 0
64.7 7118000 1 0
65.6 6020500 1 0.285
67.16 7756800 1 0
68.63 7865400 1 0
67.1 6294600 1 0.33
65 7791300 1 0
63.96 7802500 1 0
63.39 6349400 1 0.33
63.28 6909100 1 0
62.62 11139300 1 0
61.75 11850700 1 0.33
60.1 9291900 1 0
57.54 12062900 1 0
57.65 10120200 1 0.33
59.22 8300200 1 0
58.61 9458100 1 0
60.22 9312000 1 0.375
59.92 9531300 1 0
62.55 7101400 1 0
64.66 6743000 1 0.375
64.94 6809600 1 0
67.4 9157300 1 0
65.91 9708100 1 0.375
66.02 8170400 1 0
