43.25 2264900 1 0
46.75 2730000 1 0.125
44.5 1897900 1 0
45 1637400 1 0
46.38 1474000 1 0.125
46.25 1830500 1 0
44.63 1250000 1 0
45.5 1426600 1 0.125
43.25 1555000 1 0
43.88 1423100 1 0
44.88 1392200 1 0.125
47 1796400 1 0
44.5 2187700 1 0
46.13 2787200 1 0.125
53.75 2633100 1 0
55 2586600 1 0
58.88 2320400 1 0.125
62.63 2984700 1 0
67 2731200 1 0
64 1707800 1 0.125
68.25 2164400 1 0
65.5 1969900 1 0
72.87 2538600 1 0.125
78.37 2146700 1 0
77.5 2661500 1 0
81.12 2298300 1 0.125
86.62 2761100 1 0
82.12 2886800 1 0
85.25 2797200 1 0.14
87.12 2330900 1 0
88.5 2423600 1 0
90.5 1951300 1 0.14
94.5 2254900 1 0
95.37 1960700 1 0
99.37 2781400 1 0.14
106.5 3155000 1 0
107.12 3436700 1 0
101.75 2699100 1 0.14
98.62 3346500 1 0
98.62 4211200 1 0
105.37 4303900 1 0.14
53.06 3218500 2 0
58.69 3892800 1 0
54.5 2979500 1 0.14
54.44 4293100 1 0
48 8098500 1 0
53.13 4220200 1 0.14
48.94 3199700 1 0
47.63 5055900 1 0
54.25 4574200 1 0.14
52.13 3465700 1 0
50.06 4201900 1 0
47.75 2902300 1 0.14
44.56 3814200 1 0
38.81 6176800 1 0
30.94 5539900 1 0.14
34.31 5013500 1 0
37.56 3966600 1 0
40.63 3954200 1 0.14
32.63 7782400 1 0
34.69 4846300 1 0
35.63 3617300 1 0.14
34 3469100 1 0
40.63 5049600 1 0
42.06 3456100 1 0.14
44 2644800 1 0
45.38 3199800 1 0
45.31 2550500 1 0.14
42.63 2493000 1 0
46.06 3430700 1 0
40.63 4026300 1 0.14
41.44 3789300 1 0
44.5 4570200 1 0
36.94 3911000 1 0.14
37.81 4689300 1 0
39.69 4231400 1 0
39.06 3025600 1 0.14
41.81 3330700 1 0
48.81 4673700 1 0
53.64 4495600 1 0.14
64.5 6109400 1 0
67.81 4791900 1 0
69.06 3708700 1 0.14
66 4061400 1 0
58.5 4107200 1 0
62.2 2962100 1 0.17
55.71 4677800 1 0
61.8 3401000 1 0
62.89 3087400 1 0.17
55.6 4249000 1 0
58.53 3168900 1 0
51.2 2858800 1 0.17
33.5 10487800 1 0
32.6 5637600 1 0
35.1 4196100 1 0.17
38.78 3600900 1 0
40.95 4044700 1 0
45.96 4280100 1 0.17
48.25 3946800 1 0
44.6 4903500 1 0
42.65 2879600 1 0.17
45 3087600 1 0
41.52 4637200 1 0
37.07 4282800 1 0.17
34.13 3517700 1 0
29.75 4935900 1 0
34.05 4181300 1 0.17
32.99 2741700 1 0
31.59 2852700 1 0
27.56 3613400 1 0.17
25.06 5132700 1 0
27.28 4987000 1 0
30.67 4582700 1 0.17
34.32 5399000 1 0
33.12 4338400 1 0
37.39 3291600 1 0.17
34.33 3452500 1 0
38.49 3046900 1 0
38.39 3101800 1 0.17
42.14 3564600 1 0
41.75 3312700 1 0
43.37 4016200 1 0.17
41.07 3229400 1 0
42.69 2692500 1 0
45.8 3448600 1 0.2
51.09 3703900 1 0
50.75 3447000 1 0
52.22 3078700 1 0.2
51.62 3146100 1 0
49.9 3436800 1 0
53.57 3538700 1 0.2
51.77 2978500 1 0
50.6 3609600 1 0
54.97 4193800 1 0.25
58.46 4404300 1 0
59.52 4160000 1 0
63.9 4197700 1 0.25
66 5498800 1 0
66.01 3716700 1 0
67.02 2885600 1 0.25
67.95 4334000 1 0
64.64 4907300 1 0
68.19 4185900 1 0.25
70.24 3322500 1 0
68.31 4052400 1 0
72.69 4102100 1 0.3
77.93 2997600 1 0
83.45 3983000 1 0
83.25 3912800 1 0.3
81.91 4837800 1 0
77.42 4478300 1 0
74.9 4034500 1 0.3
78.85 4143400 1 0
79.86 4705200 1 0
88.53 5439100 1 0.3
88.84 3232200 1 0
