107.75 15506800 1 0
105.37 12584900 1 0
100 15281300 1 0.06
95.25 16718000 1 0
49.75 14706800 2 0
46.63 15792600 1 0.06
50.38 11518800 1 0
49.75 14902900 1 0
48.13 11463000 1 0.06
48.88 15516800 1 0
46 12418900 1 0
51 14595100 1 0.06833
51.5 11795800 1 0
54.75 13405100 1 0
54 12355500 1 0.06833
56 12058000 1 0
58 14636400 1 0
56.38 13665300 1 0.06833
59 13555600 1 0
58.88 9894000 1 0
63.75 13961600 1 0.06833
63.25 11596800 1 0
67.12 11811200 1 0
72 14872600 1 0.07667
76.75 14750200 1 0
75.5 15559800 1 0
77.87 14325000 1 0.07667
77.25 14498100 1 0
82.75 15341900 1 0
86.75 15856700 1 0
82.25 14266900 1 0.07667
83.12 10777600 1 0
91 14013800 1 0.07667
96.75 11097500 1 0
104 13891100 1 0
98.87 20288300 1 0.08667
103.5 20005200 1 0
102.87 16183300 1 0
99.25 17205100 1 0.08667
111 17675600 1 0
60.38 18133100 2 0
65 13181800 1 0
70.12 14017700 1 0.08667
62.56 18058000 1 0
68.06 14818400 1 0.08667
64.62 16429900 1 0
73.87 13962700 1 0
73.37 12147100 1 0.1
77.5 14710300 1 0
77.75 12368300 1 0
86.19 12859800 1 0.1
85.19 12855800 1 0
83.37 11967700 1 0
90.87 13249100 1 0
89.44 15039600 1 0.1
80 17736100 1 0
79.56 24836600 1 0.1
87.5 23778900 1 0
90.37 12963700 1 0
102 13837000 1 0.11667
104.87 16400200 1 0
100.31 15271900 1 0
110.62 16621500 1 0.11667
105.37 17822500 1 0
101.69 16579100 1 0
113 14371200 1 0
109 14029900 1 0.11667
112.31 13061200 1 0
118.56 15110400 1 0.11667
135.5 18647600 1 0
130.13 13982700 1 0
154.75 18000400 1 0.13667
134 22127500 1 0
132.38 23404600 1 0
155.63 25483700 1 0.13667
157.25 21992900 1 0
52.63 14351800 3 0
53 12857500 1 0
51.69 13163300 1 0.137
58.63 11558800 1 0
57.81 12225400 1 0.137
54.81 20282300 1 0
49.56 14524300 1 0
47.94 17054700 1 0.16
45.98 24345500 1 0
46.5 20455600 1 0
41.86 30658800 1 0.16
48.53 22337500 1 0
49 16915500 1 0
49 29526100 1 0
43.5 20559200 1 0.16
40.9 16831300 1 0
37.2 42638800 1 0.16
36.41 19544800 1 0
38.5 16974400 1 0
40.08 23080100 1 0.18
37.15 24680100 1 0
38.5 25112400 1 0.18
37.4 25796800 1 0
31.55 31131400 1 0
31.14 23783100 1 0
29.05 29971600 1 0.18
32.2 39648900 1 0
30.15 26539000 1 0
24.65 31835500 1 0.18
25.25 34091600 1 0
27.12 28840700 1 0
24.35 20521100 1 0.19
23.14 23240300 1 0
24.05 23505800 1 0.19
25.5 26107100 1 0
29.45 21207800 1 0
28.7 19460600 1 0
28.68 20550900 1 0.19
28.44 22288900 1 0
29.57 16648400 1 0
29.81 21533800 1 0.19
29.01 21493200 1 0
28.67 22067400 1 0
30.98 20243900 1 0.2
33.63 23093800 1 0
32.52 18725500 1 0.2
30.52 40261200 1 0
29.95 32068200 1 0
31.12 20702700 1 0
32.4 28805300 1 0.2
33.25 22230200 1 0
32.79 15559200 1 0
33.58 18122500 1 0.2
34.12 16090400 1 0
35.36 18420700 1 0
36.5 18800400 1 0.22
36.13 19883000 1 0
35.2 17348000 1 0.22
36.06 18737000 1 0
36.2 21540700 1 0
36.48 17054700 1 0
34.65 24312400 1 0.22
34.5 22692600 1 0
33.61 19156900 1 0
33.67 22843400 1 0.22
33.91 23636600 1 0
35.72 22225800 1 0
35.05 22568500 1 0.25
32.75 34947000 1 0
32.87 26951100 1 0.25
34.78 26519300 1 0
34.59 26428700 1 0
34.26 24209600 1 0
32.96 27849600 1 0.25
32.69 24910500 1 0
34.06 18494400 1 0
35.3 24034200 1 0.25
35.11 26500400 1 0
35.28 23114100 1 0
37.21 33604700 1 0.28
